航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
SV,3038,2016-7-4 13:30:00,2016-7-4 15:25:00,国际,Y,772,752
CA,3039,2016-7-4 14:15:00,2016-7-4 15:30:00,国内,Y,789,750
MU,3040,2016-7-4 13:55:00,2016-7-4 15:30:00,国内,Y,321,362
CZ,3041,2016-7-4 13:50:00,2016-7-4 15:30:00,国内,Y,321,362
ZH,3042,2016-7-4 13:50:00,2016-7-4 15:35:00,国内,Y,320,312
CZ,3043,2016-7-4 14:45:00,2016-7-4 15:40:00,国内,Y,319,252
ZH,3044,2016-7-4 12:45:00,2016-7-4 15:40:00,国内,Y,320,312
GA,3045,2016-7-4 14:45:00,2016-7-4 15:45:00,国际,Y,738,378
TG,3046,2016-7-4 14:35:00,2016-7-4 15:45:00,国际,Y,773,1100
CZ,3047,2016-7-4 14:40:00,2016-7-4 15:50:00,国内,Y,738,378
CZ,3048,2016-7-4 14:35:00,2016-7-4 15:50:00,国内,Y,73W,298
HU,3049,2016-7-4 13:20:00,2016-7-4 15:55:00,国内,Y,738,378
CZ,3050,2016-7-3 21:50:00,2016-7-4 15:55:00,国内,Y,788,500
CZ,3051,2016-7-4 14:45:00,2016-7-4 16:00:00,国内,Y,332,606
CZ,3052,2016-7-4 14:10:00,2016-7-4 16:00:00,国内,3,773,1100
MU,3053,2016-7-4 15:10:00,2016-7-4 16:05:00,国内,Y,738,378
CZ,3054,2016-7-4 14:45:00,2016-7-4 16:05:00,国际,Y,738,378
CZ,3055,2016-7-4 12:55:00,2016-7-4 16:05:00,国内,Y,319,252
MU,3056,2016-7-4 12:20:00,2016-7-4 16:05:00,国内,Y,738,378
CZ,3057,2016-7-4 15:05:00,2016-7-4 16:10:00,国际,Y,738,378
9C,3058,2016-7-4 15:05:00,2016-7-4 16:10:00,国内,Y,320,312
CZ,3059,2016-7-4 14:50:00,2016-7-4 16:10:00,国内,Y,733,298
ZH,3060,2016-7-4 14:50:00,2016-7-4 16:10:00,国内,Y,738,378
CZ,3061,2016-7-4 15:15:00,2016-7-4 16:15:00,国内,Y,738,378
CZ,3062,2016-7-4 15:05:00,2016-7-4 16:15:00,国内,Y,738,378
CZ,3063,2016-7-4 14:30:00,2016-7-4 16:15:00,国内,Y,738,378
HU,3064,2016-7-4 14:00:00,2016-7-4 16:15:00,国内,Y,738,378
VN,3065,2016-7-4 15:20:00,2016-7-4 16:20:00,国际,Y,321,362
CZ,3066,2016-7-4 15:10:00,2016-7-4 16:20:00,国际,Y,321,362
CZ,3067,2016-7-4 14:40:00,2016-7-4 16:20:00,国际,Y,320,312
HU,3068,2016-7-4 15:15:00,2016-7-4 16:25:00,国内,Y,333,880
CZ,3069,2016-7-4 14:55:00,2016-7-4 16:25:00,国内,Y,320,312
MU,3070,2016-7-4 15:00:00,2016-7-4 16:30:00,国内,Y,738,378
CA,3071,2016-7-4 14:55:00,2016-7-4 16:30:00,国内,Y,738,378
CA,3072,2016-7-4 0:20:00,2016-7-4 16:30:00,国内,Y,738,378
CZ,3073,2016-7-4 15:20:00,2016-7-4 16:35:00,国内,Y,738,378
CZ,3074,2016-7-4 15:35:00,2016-7-4 16:40:00,国内,Y,320,312
HU,3075,2016-7-4 15:10:00,2016-7-4 16:40:00,国内,Y,738,378
CA,3076,2016-7-4 15:40:00,2016-7-4 16:45:00,国内,Y,738,378
MU,3077,2016-7-4 15:35:00,2016-7-4 16:45:00,国内,Y,320,312
CZ,3078,2016-7-4 14:15:00,2016-7-4 16:45:00,国内,Y,E90,140
HU,3079,2016-7-4 15:50:00,2016-7-4 16:50:00,国内,4,738,378
CZ,3080,2016-7-4 15:45:00,2016-7-4 16:50:00,国际,Y,738,378
CA,3081,2016-7-4 15:45:00,2016-7-4 16:50:00,国内,Y,320,312
CZ,3082,2016-7-4 14:25:00,2016-7-4 16:50:00,国内,Y,E90,140
MU,3083,2016-7-4 15:50:00,2016-7-4 16:55:00,国内,Y,320,312
3U,3084,2016-7-4 15:40:00,2016-7-4 16:55:00,国内,Y,320,312
YT,3085,2016-7-4 16:00:00,2016-7-4 17:00:00,国内,5,73G,268
CZ,3086,2016-7-4 15:55:00,2016-7-4 17:00:00,国内,Y,773,1100
CZ,3087,2016-7-4 15:50:00,2016-7-4 17:00:00,国内,Y,320,312
CA,3088,2016-7-4 16:05:00,2016-7-4 17:05:00,国内,Y,321,362
3U,3089,2016-7-4 15:55:00,2016-7-4 17:05:00,国内,Y,320,312
CA,3090,2016-7-4 16:09:00,2016-7-4 17:09:00,国内,4,73G,268
CZ,3091,2016-7-4 16:05:00,2016-7-4 17:10:00,国际,Y,319,252
ZH,3092,2016-7-4 15:50:00,2016-7-4 17:10:00,国内,Y,320,312
CZ,3093,2016-7-4 14:25:00,2016-7-4 17:10:00,国内,Y,E90,140
CZ,3094,2016-7-4 15:45:00,2016-7-4 17:15:00,国际,Y,320,312
CZ,3095,2016-7-4 15:40:00,2016-7-4 17:15:00,国内,Y,320,312
CZ,3096,2016-7-4 15:40:00,2016-7-4 17:25:00,国内,Y,320,312
CI,3097,2016-7-4 16:15:00,2016-7-4 17:30:00,国际,Y,773,1100
FM,3098,2016-7-4 15:50:00,2016-7-4 17:30:00,国内,Y,763,538
CZ,3099,2016-7-4 16:30:00,2016-7-4 17:35:00,国内,Y,320,312
MU,3100,2016-7-4 16:30:00,2016-7-4 17:35:00,国内,Y,320,312
MU,3101,2016-7-4 16:35:00,2016-7-4 17:40:00,国内,Y,320,312
MU,3102,2016-7-4 16:30:00,2016-7-4 17:40:00,国内,Y,73G,268
CZ,3103,2016-7-4 16:10:00,2016-7-4 17:40:00,国际,Y,320,312
CZ,3104,2016-7-4 14:20:00,2016-7-4 17:45:00,国内,Y,319,252
9C,3105,2016-7-4 16:45:00,2016-7-4 17:50:00,国内,Y,32V,312
HU,3106,2016-7-4 16:25:00,2016-7-4 17:50:00,国内,Y,738,378
MU,3107,2016-7-4 16:50:00,2016-7-4 17:55:00,国内,Y,32V,312
CZ,3108,2016-7-4 16:10:00,2016-7-4 17:55:00,国内,Y,32V,312
HU,3109,2016-7-4 17:05:00,2016-7-4 18:00:00,国内,Y,73G,268
CZ,3110,2016-7-4 16:45:00,2016-7-4 18:00:00,国内,Y,333,880
CZ,3111,2016-7-4 15:55:00,2016-7-4 18:00:00,国内,Y,321,362
CZ,3112,2016-7-4 17:25:00,2016-7-4 18:05:00,国内,Y,E90,140
CZ,3113,2016-7-4 17:10:00,2016-7-4 18:05:00,国内,Y,738,378
OQ,3114,2016-7-4 17:00:00,2016-7-4 18:05:00,国内,Y,320,312
ZH,3115,2016-7-4 16:25:00,2016-7-4 18:05:00,国内,Y,738,378
CZ,3116,2016-7-4 17:10:00,2016-7-4 18:15:00,国内,Y,321,362
CZ,3117,2016-7-4 17:20:00,2016-7-4 18:20:00,国内,Y,738,378
CZ,3118,2016-7-4 15:55:00,2016-7-4 18:20:00,国内,Y,738,378
ZH,3119,2016-7-4 17:30:00,2016-7-4 18:25:00,国内,Y,320,312
CA,3120,2016-7-4 17:15:00,2016-7-4 18:25:00,国内,Y,333,880
CZ,3121,2016-7-4 17:05:00,2016-7-4 18:25:00,国际,Y,321,362
CZ,3122,2016-7-4 17:35:00,2016-7-4 18:30:00,国内,Y,319,252
CA,3123,2016-7-4 17:25:00,2016-7-4 18:30:00,国内,Y,320,312
MU,3124,2016-7-4 16:55:00,2016-7-4 18:30:00,国内,Y,321,362
CZ,3125,2016-7-4 13:35:00,2016-7-4 18:30:00,国内,Y,320,312
CZ,3126,2016-7-4 17:30:00,2016-7-4 18:35:00,国内,Y,321,362
CA,3127,2016-7-4 17:55:00,2016-7-4 18:40:00,国内,Y,73G,268
CZ,3128,2016-7-4 17:40:00,2016-7-4 18:40:00,国内,Y,E90,140
MF,3129,2016-7-4 13:20:00,2016-7-4 18:40:00,国内,Y,73H,238
CA,3130,2016-7-4 17:35:00,2016-7-4 18:45:00,国内,Y,319,252
CZ,3131,2016-7-4 15:35:00,2016-7-4 18:45:00,国内,Y,738,378
CZ,3132,2016-7-4 15:25:00,2016-7-4 18:50:00,国内,Y,320,312
CZ,3133,2016-7-4 14:50:00,2016-7-4 18:50:00,国际,Y,73W,298
MU,3134,2016-7-4 17:50:00,2016-7-4 18:55:00,国内,Y,320,312
MU,3135,2016-7-4 17:45:00,2016-7-4 18:55:00,国内,Y,738,378
CZ,3136,2016-7-4 17:25:00,2016-7-4 18:55:00,国内,Y,321,362
HU,3137,2016-7-4 17:00:00,2016-7-4 18:55:00,国内,Y,73G,268
CZ,3138,2016-7-4 18:00:00,2016-7-4 19:00:00,国内,Y,321,362
CZ,3139,2016-7-4 17:50:00,2016-7-4 19:00:00,国内,Y,321,362
CZ,3140,2016-7-4 16:55:00,2016-7-4 19:00:00,国际,Y,333,880
CZ,3141,2016-7-4 17:45:00,2016-7-4 19:05:00,国内,Y,320,312
CZ,3142,2016-7-4 17:35:00,2016-7-4 19:05:00,国内,Y,738,378
CZ,3143,2016-7-4 15:45:00,2016-7-4 19:05:00,国内,Y,752,478
ZH,3144,2016-7-4 15:10:00,2016-7-4 19:05:00,国内,Y,319,252
CA,3145,2016-7-4 18:10:00,2016-7-4 19:10:00,国内,Y,73G,268
CZ,3146,2016-7-4 18:05:00,2016-7-4 19:10:00,国内,Y,320,312
CA,3147,2016-7-4 17:55:00,2016-7-4 19:10:00,国内,Y,738,378
CZ,3148,2016-7-4 13:45:00,2016-7-4 19:10:00,国际,Y,738,378
CZ,3149,2016-7-4 18:15:00,2016-7-4 19:15:00,国内,Y,319,252
CZ,3150,2016-7-4 18:10:00,2016-7-4 19:15:00,国内,Y,E90,140
ZH,3151,2016-7-4 18:00:00,2016-7-4 19:15:00,国内,Y,320,312
ZH,3152,2016-7-4 18:25:00,2016-7-4 19:20:00,国内,Y,738,378
MF,3153,2016-7-4 18:15:00,2016-7-4 19:20:00,国内,Y,73H,238
HU,3154,2016-7-4 17:50:00,2016-7-4 19:25:00,国内,Y,738,378
HU,3155,2016-7-4 18:30:00,2016-7-4 19:30:00,国内,Y,738,378
CA,3156,2016-7-4 18:15:00,2016-7-4 19:30:00,国内,3,748,934
FM,3157,2016-7-4 17:55:00,2016-7-4 19:30:00,国内,Y,738,378
CZ,3158,2016-7-4 16:40:00,2016-7-4 19:30:00,国内,Y,320,312
CZ,3159,2016-7-4 18:30:00,2016-7-4 19:35:00,国内,Y,320,312
CZ,3160,2016-7-4 14:35:00,2016-7-4 19:35:00,国内,Y,319,252
CZ,3161,2016-7-4 18:20:00,2016-7-4 19:40:00,国内,Y,320,312
ZH,3162,2016-7-4 18:05:00,2016-7-4 19:40:00,国内,Y,320,312
CZ,3163,2016-7-4 18:50:00,2016-7-4 19:50:00,国内,Y,738,378
MU,3164,2016-7-4 18:45:00,2016-7-4 19:50:00,国内,Y,320,312
MU,3165,2016-7-4 18:50:00,2016-7-4 19:55:00,国内,Y,321,362
HU,3166,2016-7-4 18:45:00,2016-7-4 19:55:00,国内,Y,738,378
3U,3167,2016-7-4 17:55:00,2016-7-4 19:55:00,国际,Y,333,880
CZ,3168,2016-7-4 19:20:00,2016-7-4 20:00:00,国内,Y,773,1100
HU,3169,2016-7-4 18:55:00,2016-7-4 20:00:00,国内,Y,333,880
CZ,3170,2016-7-4 17:10:00,2016-7-4 20:00:00,国内,Y,332,606
MU,3171,2016-7-4 18:55:00,2016-7-4 20:05:00,国内,Y,738,378
CZ,3172,2016-7-4 17:50:00,2016-7-4 20:05:00,国内,Y,738,378
CZ,3173,2016-7-4 17:40:00,2016-7-4 20:05:00,国内,Y,321,362
SC,3174,2016-7-4 19:05:00,2016-7-4 20:10:00,国内,Y,738,378
CZ,3175,2016-7-4 19:00:00,2016-7-4 20:10:00,国内,Y,321,362
FM,3176,2016-7-4 18:55:00,2016-7-4 20:10:00,国内,Y,738,378
CZ,3177,2016-7-4 18:30:00,2016-7-4 20:10:00,国际,Y,738,378
CZ,3178,2016-7-4 19:35:00,2016-7-4 20:15:00,国际,Y,738,378
MU,3179,2016-7-4 19:05:00,2016-7-4 20:15:00,国内,Y,320,312
SC,3180,2016-7-4 18:15:00,2016-7-4 20:15:00,国内,Y,738,378
ZH,3181,2016-7-4 19:05:00,2016-7-4 20:20:00,国内,Y,320,312
CZ,3182,2016-7-4 18:40:00,2016-7-4 20:20:00,国内,Y,320,312
CA,3183,2016-7-4 19:25:00,2016-7-4 20:25:00,国内,Y,321,362
CZ,3184,2016-7-4 19:35:00,2016-7-4 20:30:00,国内,Y,320,312
FM,3185,2016-7-4 19:15:00,2016-7-4 20:30:00,国内,Y,738,378
CZ,3186,2016-7-4 19:15:00,2016-7-4 20:30:00,国内,Y,321,362
CZ,3187,2016-7-4 19:30:00,2016-7-4 20:40:00,国内,Y,73G,268
AK,3188,2016-7-4 20:05:00,2016-7-4 20:50:00,国际,Y,320,312
CZ,3189,2016-7-4 19:40:00,2016-7-4 20:50:00,国内,Y,738,378
CZ,3190,2016-7-4 19:30:00,2016-7-4 20:50:00,国内,Y,738,378
MF,3191,2016-7-4 19:50:00,2016-7-4 20:55:00,国内,Y,752,478
CZ,3192,2016-7-4 19:30:00,2016-7-4 20:55:00,国际,Y,738,378
CZ,3193,2016-7-4 19:05:00,2016-7-4 20:55:00,国内,Y,73W,298
TG,3194,2016-7-4 19:50:00,2016-7-4 21:00:00,国际,Y,773,1100
CA,3195,2016-7-4 19:40:00,2016-7-4 21:00:00,国内,Y,321,362
CZ,3196,2016-7-4 16:35:00,2016-7-4 21:00:00,国际,Y,333,880
CZ,3197,2016-7-4 13:55:00,2016-7-4 21:00:00,国内,6,332,606
CZ,3198,2016-7-4 20:10:00,2016-7-4 21:05:00,国内,Y,320,312
ZH,3199,2016-7-4 19:55:00,2016-7-4 21:05:00,国内,Y,320,312
CZ,3200,2016-7-4 19:40:00,2016-7-4 21:05:00,国内,Y,319,252
CZ,3201,2016-7-4 19:00:00,2016-7-4 21:05:00,国际,Y,333,880
CZ,3202,2016-7-4 20:05:00,2016-7-4 21:10:00,国内,Y,738,378
9C,3203,2016-7-4 20:00:00,2016-7-4 21:10:00,国内,Y,320,312
CZ,3204,2016-7-4 18:05:00,2016-7-4 21:10:00,国内,Y,738,378
CF,3205,2016-7-4 7:50:00,2016-7-4 21:10:00,国内,I,73X,318
KN,3206,2016-7-4 20:10:00,2016-7-4 21:15:00,国内,Y,73H,238
CZ,3207,2016-7-4 16:20:00,2016-7-4 21:15:00,国际,Y,333,880
SC,3208,2016-7-4 20:15:00,2016-7-4 21:20:00,国内,Y,73G,268
CZ,3209,2016-7-4 17:20:00,2016-7-4 21:20:00,国内,Y,321,362
ZH,3210,2016-7-4 20:20:00,2016-7-4 21:25:00,国内,Y,738,378
CZ,3211,2016-7-4 18:20:00,2016-7-4 21:25:00,国内,Y,E90,140
CZ,3212,2016-7-4 20:00:00,2016-7-4 21:30:00,国际,Y,321,362
FM,3213,2016-7-4 19:55:00,2016-7-4 21:30:00,国内,Y,738,378
CZ,3214,2016-7-4 16:00:00,2016-7-4 21:30:00,国际,Y,388,1708
CZ,3215,2016-7-4 20:00:00,2016-7-4 21:35:00,国内,Y,320,312
CZ,3216,2016-7-4 16:45:00,2016-7-4 21:35:00,混合,Y,332,606
CZ,3217,2016-7-4 16:10:00,2016-7-4 21:35:00,混合,Y,788,500
VN,3218,2016-7-4 20:40:00,2016-7-4 21:40:00,国际,Y,321,362
3U,3219,2016-7-4 20:35:00,2016-7-4 21:40:00,国内,Y,321,362
CZ,3220,2016-7-4 15:25:00,2016-7-4 21:40:00,国内,Y,738,378
CZ,3221,2016-7-4 20:40:00,2016-7-4 21:45:00,国内,Y,320,312
MU,3222,2016-7-4 20:45:00,2016-7-4 21:50:00,国内,Y,320,312
3U,3223,2016-7-4 20:50:00,2016-7-4 21:55:00,国内,Y,321,362
HU,3224,2016-7-4 20:35:00,2016-7-4 21:55:00,国内,Y,333,880
CZ,3225,2016-7-4 18:20:00,2016-7-4 21:55:00,国际,Y,788,500
OQ,3226,2016-7-4 21:00:00,2016-7-4 22:00:00,国内,Y,320,312
MF,3227,2016-7-4 20:55:00,2016-7-4 22:00:00,国内,Y,738,378
CZ,3228,2016-7-4 20:45:00,2016-7-4 22:00:00,国内,Y,73G,268
HU,3229,2016-7-4 20:10:00,2016-7-4 22:00:00,国内,Y,738,378
CZ,3230,2016-7-4 21:25:00,2016-7-4 22:05:00,国内,Y,738,378
ZH,3231,2016-7-4 20:50:00,2016-7-4 22:05:00,国内,Y,320,312
RJ,3232,2016-7-4 20:45:00,2016-7-4 22:05:00,国际,Y,788,500
CZ,3233,2016-7-4 18:45:00,2016-7-4 22:05:00,国内,Y,738,378
MU,3234,2016-7-4 20:55:00,2016-7-4 22:10:00,国内,Y,738,378
JD,3235,2016-7-4 20:35:00,2016-7-4 22:10:00,国内,Y,320,312
KQ,3236,2016-7-4 19:00:00,2016-7-4 22:10:00,国际,Y,788,500
5J,3237,2016-7-4 21:30:00,2016-7-4 22:15:00,国际,Y,320,312
CZ,3238,2016-7-4 18:35:00,2016-7-4 22:15:00,国际,Y,319,252
CZ,3239,2016-7-4 21:30:00,2016-7-4 22:20:00,国内,Y,320,312
CZ,3240,2016-7-4 21:25:00,2016-7-4 22:20:00,国内,Y,320,312
KA,3241,2016-7-4 21:25:00,2016-7-4 22:20:00,国际,Y,321,362
HU,3242,2016-7-4 21:15:00,2016-7-4 22:35:00,国内,Y,738,378
CZ,3243,2016-7-4 19:40:00,2016-7-4 22:45:00,国际,Y,321,362
MU,3244,2016-7-4 21:45:00,2016-7-4 22:50:00,国内,Y,32V,312
CZ,3245,2016-7-4 21:20:00,2016-7-4 23:00:00,国内,Y,320,312
TK,3246,2016-7-4 16:50:00,2016-7-4 23:00:00,国际,Y,773,1100
Y8,3247,2016-7-2 9:45:00,2016-7-4 23:00:00,国内,I,73Y,298
PN,3248,2016-7-4 22:00:00,2016-7-4 23:05:00,国内,Y,320,312
AF,3249,2016-7-4 17:05:00,2016-7-4 23:05:00,国际,Y,772,752
MU,3250,2016-7-4 21:55:00,2016-7-4 23:10:00,国内,Y,321,362
CZ,3251,2016-7-4 22:30:00,2016-7-4 23:15:00,国内,Y,321,362
JD,3252,2016-7-4 22:20:00,2016-7-4 23:20:00,国内,Y,320,312
W5,3253,2016-7-4 8:50:00,2016-7-4 23:30:00,国际,Y,346,760
PN,3254,2016-7-4 22:35:00,2016-7-4 23:40:00,国内,Y,32V,312
ZH,3255,2016-7-4 22:00:00,2016-7-4 23:50:00,国际,Y,320,312
HU,3256,2016-7-4 20:30:00,2016-7-4 23:50:00,国内,Y,73H,238
FD,3257,2016-7-4 23:10:00,2016-7-4 23:55:00,国际,Y,320,312
EK,3258,2016-7-4 22:10:00,2016-7-4 23:55:00,国际,Y,773,1100
CZ,3259,2016-7-4 22:00:00,2016-7-4 23:55:00,国际,Y,321,362
CZ,3260,2016-7-4 19:30:00,2016-7-5 0:05:00,国际,Y,332,606
Y8,3261,2016-7-2 9:30:00,2016-7-5 0:05:00,国内,I,73Y,298
AK,3262,2016-7-4 23:20:00,2016-7-5 0:10:00,国际,Y,320,312
JD,3263,2016-7-4 22:45:00,2016-7-5 0:10:00,国际,Y,320,312
CZ,3264,2016-7-4 20:45:00,2016-7-5 0:20:00,国际,Y,332,606
ET,3265,2016-7-4 14:55:00,2016-7-5 0:30:00,国际,Y,773,1100
CZ,3266,2016-7-4 14:15:00,2016-7-5 0:30:00,国际,Y,788,500
OZ,3267,2016-7-4 23:55:00,2016-7-5 0:55:00,国际,Y,321,362
QR,3268,2016-7-4 15:30:00,2016-7-5 0:55:00,国际,Y,388,1708
AK,3269,2016-7-5 0:30:00,2016-7-5 1:15:00,国际,Y,320,312
SQ,3270,2016-7-5 0:15:00,2016-7-5 1:20:00,国际,Y,333,880
CZ,3271,2016-7-4 19:00:00,2016-7-5 1:40:00,国际,Y,773,1100
NH,3272,2016-7-5 1:10:00,2016-7-5 2:30:00,国际,I,763,538
Y8,3273,2016-7-4 6:15:00,2016-7-5 2:30:00,国际,I,73Y,298
FD,3274,2016-7-5 2:00:00,2016-7-5 2:50:00,国际,Y,320,312
CF,3275,2016-7-5 1:55:00,2016-7-5 2:50:00,国内,I,73Y,298
FX,3276,2016-7-5 1:35:00,2016-7-5 2:50:00,国际,I,M1F,238
AK,3277,2016-7-5 2:00:00,2016-7-5 3:00:00,国际,Y,320,312
FX,3278,2016-7-5 0:45:00,2016-7-5 3:20:00,国际,I,76Y,238
FX,3279,2016-7-5 1:20:00,2016-7-5 3:25:00,国际,I,M1F,238
FX,3280,2016-7-5 1:45:00,2016-7-5 3:30:00,国际,I,M1F,238
FX,3281,2016-7-5 1:35:00,2016-7-5 3:35:00,国际,I,77F,
TZ,3282,2016-7-5 2:05:00,2016-7-5 3:45:00,国际,Y,789,750
FX,3283,2016-7-5 0:55:00,2016-7-5 3:55:00,国际,I,75F,238
FX,3284,2016-7-5 1:30:00,2016-7-5 4:00:00,国际,I,75F,238
FX,3285,2016-7-2 0:25:00,2016-7-5 4:05:00,国内,I,76Y,238
FX,3286,2016-7-5 1:00:00,2016-7-5 4:10:00,国际,I,76Y,238
Y8,3287,2016-7-5 2:50:00,2016-7-5 4:15:00,国内,I,733,298
FX,3288,2016-7-2 0:55:00,2016-7-5 4:15:00,国际,I,75F,238
Y8,3289,2016-7-5 3:15:00,2016-7-5 4:30:00,国内,I,73Y,298
FX,3290,2016-7-5 0:25:00,2016-7-5 4:50:00,国际,I,77F,
FX,3291,2016-7-5 1:30:00,2016-7-5 5:00:00,国际,I,77F,
Y8,3292,2016-7-5 4:20:00,2016-7-5 5:30:00,国内,I,733,298
O8,3293,2016-7-5 4:50:00,2016-7-5 5:50:00,国际,Y,733,298
AQ,3294,2016-7-5 1:05:00,2016-7-5 6:20:00,国内,Y,738,378
ZH,3295,2016-7-4 20:30:00,2016-7-5 6:20:00,国内,Y,738,378
CF,3296,2016-7-5 5:30:00,2016-7-5 6:25:00,国内,I,73Y,298
HU,3297,2016-7-4 19:35:00,2016-7-5 6:25:00,国内,Y,738,378
AQ,3298,2016-7-5 1:00:00,2016-7-5 6:30:00,国内,Y,738,378
MU,3299,2016-7-5 0:10:00,2016-7-5 6:30:00,国内,Y,73G,268
CZ,3300,2016-7-4 22:05:00,2016-7-5 6:30:00,国内,Y,73W,298
JD,3301,2016-7-4 23:05:00,2016-7-5 6:35:00,国内,Y,319,252
CZ,3302,2016-7-4 15:15:00,2016-7-5 6:35:00,国内,Y,320,312
AQ,3303,2016-7-4 1:00:00,2016-7-5 6:35:00,国内,Y,738,378
HO,3304,2016-7-5 0:45:00,2016-7-5 6:40:00,国内,Y,32V,312
MU,3305,2016-7-5 0:45:00,2016-7-5 6:40:00,国内,Y,320,312
CZ,3306,2016-7-4 23:10:00,2016-7-5 6:40:00,国内,Y,738,378
CZ,3307,2016-7-4 21:40:00,2016-7-5 6:40:00,国内,Y,320,312
KY,3308,2016-7-5 0:50:00,2016-7-5 6:45:00,国内,Y,73G,268
9C,3309,2016-7-5 0:30:00,2016-7-5 6:45:00,国内,Y,32V,312
CZ,3310,2016-7-4 22:50:00,2016-7-5 6:45:00,国内,Y,321,362
CA,3311,2016-7-4 19:50:00,2016-7-5 6:45:00,国内,Y,73W,298
ZH,3312,2016-7-5 0:55:00,2016-7-5 6:50:00,国内,Y,320,312
MU,3313,2016-7-5 0:30:00,2016-7-5 6:50:00,国内,Y,738,378
CZ,3314,2016-7-4 21:40:00,2016-7-5 6:50:00,国内,Y,738,378
CA,3315,2016-7-4 18:20:00,2016-7-5 6:50:00,国内,Y,73G,268
JD,3316,2016-7-5 0:35:00,2016-7-5 6:55:00,国内,Y,320,312
HO,3317,2016-7-5 1:20:00,2016-7-5 7:00:00,国内,Y,320,312
CZ,3318,2016-7-4 22:20:00,2016-7-5 7:00:00,国内,Y,319,252
CZ,3319,2016-7-4 22:15:00,2016-7-5 7:00:00,国内,Y,320,312
ZH,3320,2016-7-3 23:05:00,2016-7-5 7:00:00,国内,Y,738,378
CA,3321,2016-7-5 1:05:00,2016-7-5 7:05:00,国内,Y,73G,268
CZ,3322,2016-7-4 23:40:00,2016-7-5 7:05:00,国内,Y,738,378
CZ,3323,2016-7-4 22:15:00,2016-7-5 7:05:00,国内,Y,E90,140
CZ,3324,2016-7-4 21:35:00,2016-7-5 7:05:00,国内,Y,319,252
CZ,3325,2016-7-4 22:35:00,2016-7-5 7:10:00,国内,Y,319,252
ZH,3326,2016-7-4 22:25:00,2016-7-5 7:10:00,国内,Y,320,312
HU,3327,2016-7-5 0:05:00,2016-7-5 7:15:00,国内,Y,738,378
ZH,3328,2016-7-4 22:30:00,2016-7-5 7:15:00,国内,Y,320,312
HU,3329,2016-7-5 0:20:00,2016-7-5 7:20:00,国内,Y,73W,298
ZH,3330,2016-7-4 23:40:00,2016-7-5 7:20:00,国内,Y,319,252
CZ,3331,2016-7-4 22:35:00,2016-7-5 7:20:00,国内,Y,319,252
MU,3332,2016-7-5 1:10:00,2016-7-5 7:25:00,国内,Y,738,378
ZH,3333,2016-7-5 1:05:00,2016-7-5 7:25:00,国内,Y,320,312
CZ,3334,2016-7-5 0:10:00,2016-7-5 7:25:00,国内,Y,319,252
JD,3335,2016-7-4 19:50:00,2016-7-5 7:25:00,国内,Y,320,312
HU,3336,2016-7-5 1:15:00,2016-7-5 7:30:00,国内,Y,738,378
ZH,3337,2016-7-4 23:45:00,2016-7-5 7:30:00,国内,Y,320,312
FM,3338,2016-7-4 23:40:00,2016-7-5 7:30:00,国内,Y,738,378
CZ,3339,2016-7-4 19:20:00,2016-7-5 7:30:00,国际,Y,73G,268
JD,3340,2016-7-5 6:10:00,2016-7-5 7:35:00,国内,Y,320,312
ZH,3341,2016-7-4 23:50:00,2016-7-5 7:35:00,国内,Y,320,312
HU,3342,2016-7-4 22:55:00,2016-7-5 7:35:00,国内,Y,73G,268
CZ,3343,2016-7-4 21:50:00,2016-7-5 7:35:00,国内,Y,738,378
HU,3344,2016-7-4 23:30:00,2016-7-5 7:40:00,国内,Y,738,378
OQ,3345,2016-7-4 23:15:00,2016-7-5 7:40:00,国内,Y,320,312
CZ,3346,2016-7-4 22:30:00,2016-7-5 7:40:00,国内,Y,320,312
HU,3347,2016-7-4 21:30:00,2016-7-5 7:40:00,国内,Y,73H,238
FM,3348,2016-7-5 1:25:00,2016-7-5 7:45:00,国内,Y,738,378
CZ,3349,2016-7-5 0:15:00,2016-7-5 7:45:00,国内,Y,E90,140
MU,3350,2016-7-4 21:15:00,2016-7-5 7:45:00,国内,Y,738,378
AQ,3351,2016-7-5 1:05:00,2016-7-5 7:50:00,国内,Y,738,378
CA,3352,2016-7-4 23:05:00,2016-7-5 7:50:00,国内,Y,73G,268
ZH,3353,2016-7-4 22:40:00,2016-7-5 7:50:00,国内,Y,320,312
FM,3354,2016-7-4 18:40:00,2016-7-5 7:50:00,国内,Y,738,378
HU,3355,2016-7-4 22:55:00,2016-7-5 7:55:00,国内,Y,73G,268
CZ,3356,2016-7-4 22:20:00,2016-7-5 7:55:00,国内,Y,319,252
HU,3357,2016-7-4 21:50:00,2016-7-5 7:55:00,国内,Y,738,378
CZ,3358,2016-7-4 14:35:00,2016-7-5 7:55:00,国内,Y,73G,268
CZ,3359,2016-7-5 1:00:00,2016-7-5 8:00:00,国内,Y,773,1100
CZ,3360,2016-7-5 0:20:00,2016-7-5 8:00:00,国内,Y,321,362
CZ,3361,2016-7-4 17:15:00,2016-7-5 8:00:00,国内,Y,773,1100
CZ,3362,2016-7-4 17:10:00,2016-7-5 8:00:00,国内,Y,788,500
CZ,3363,2016-7-4 13:55:00,2016-7-5 8:00:00,国内,6,332,606
